date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:37:27	5634/5634	---M--	200	added ('OK')	image/jpeg	etag:%22df81d7d0773dc2e67a7b951f98e6cfed%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured1.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured1.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:27	3848/3848	---M--	200	added ('OK')	image/jpeg	etag:%22e0ffd7e0100939a2f72c7c1792ad8f34%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured2.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured2.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:28	4215/4215	---M--	200	added ('OK')	image/jpeg	etag:%22ccc3400037ae3488af8bcf010f7efa9f%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured3.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured3.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:28	6427/6427	---M--	200	added ('OK')	image/jpeg	etag:%22649fb46eb50eebe3814ce6b78c938dfc%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured4.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured4.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:28	6126/6126	---M--	200	added ('OK')	image/jpeg	etag:%22e17d3734f3c81b953f55d72248249534%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured5.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured5.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:28	7423/7423	---M--	200	added ('OK')	image/jpeg	etag:%2233d390b15b4220a146389938fecbad39%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner3.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner3.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:29	3796/3796	---M--	200	added ('OK')	image/jpeg	etag:%22ec4c6600b8cc35d8ffdcdc374d202ba0%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner4.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner4.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:29	17281/17281	---M--	200	added ('OK')	image/jpeg	etag:%2243214c011822cbaf371ba88673c6d886%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product19.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product19.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:29	3075/3075	---M--	200	added ('OK')	image/png	etag:%22263bf771f3182a5d599105ea2e6b0b49%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:29	3061/3061	---M--	200	added ('OK')	image/png	etag:%22f2fb4cb07db898dd1a4120ae9d5836ca%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand1.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand1.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:29	3057/3057	---M--	200	added ('OK')	image/png	etag:%22834450ec9e01b7150e61c156980c4615%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand2.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand2.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:30	2719/2719	---M--	200	added ('OK')	image/png	etag:%225ac23b8f48ab48b261d9d12a5d23cfc8%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand3.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand3.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:30	2914/2914	---M--	200	added ('OK')	image/png	etag:%225f97d97a71435c1dfbcab21dcf69ce46%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand4.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/brand/brand4.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:30	3610/3610	---M--	200	added ('OK')	image/png	etag:%22dde6f44d7bdbec45097b8c2aeb51e608%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/payment.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/payment.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:30	97169/97169	---M-Z	200	added ('OK')	application/javascript	etag:%22081a07c499bdf239452cb4adc703b805%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/vendor/jquery-3.4.1.min.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/vendor/jquery-3.4.1.min.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:31	20363/20363	---M-Z	200	added ('OK')	application/javascript	etag:%221c846d15062e79618b2c569da780e276%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/popper.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/popper.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:31	63456/63456	---M-Z	200	added ('OK')	application/javascript	etag:%2264bddef60b3428bc270429042cbe5813%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/bootstrap.min.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:31	42786/42786	---M-Z	200	added ('OK')	application/javascript	etag:%2246ff523a686e96114a4b56390a6b1d7f%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/owl.carousel.min.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:31	43193/43193	---M-Z	200	added ('OK')	application/javascript	etag:%2212b6c03a3fc1060622e305c2f99778f6%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/slick.min.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/slick.min.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:32	20227/20227	---M-Z	200	added ('OK')	application/javascript	etag:%224ad26006f95bb1671d59ee4a9eeb5e09%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/jquery.magnific-popup.min.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:32	4591/4591	---M-Z	200	added ('OK')	application/javascript	etag:%221833f2008e66276c4a4b0ddedb080c7e%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/jquery.countdown.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/jquery.countdown.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:32	30948/30948	---M-Z	200	added ('OK')	application/javascript	etag:%227799fd164be85c57211cad00dc075a60%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/jquery.ui.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/jquery.ui.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:32	60675/60675	---M-Z	200	added ('OK')	application/javascript	etag:%2292bfb64d1500ceacdd6aa1a724bc1568%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/jquery.elevatezoom.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/jquery.elevatezoom.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:33	35476/35476	---M-Z	200	added ('OK')	application/javascript	etag:%226a141e317227a49e414a430b1a4c18bb%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/isotope.pkgd.min.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:33	4793/4793	---M-Z	200	added ('OK')	application/javascript	etag:%22bd2da6a481342b4459f8c7f593970b5e%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/slinky.menu.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/slinky.menu.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:33	69934/69934	---M-Z	200	added ('OK')	application/javascript	etag:%2214e7a08f4fd17ceb9a80c21e794eb6b4%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/plugins.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/plugins.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:33	21643/21643	---M-Z	200	added ('OK')	application/javascript	etag:%22fdeaf033da83f99d9fc91a26cf49cc32%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/main.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/main.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:34	2781/2781	---M--	200	added ('OK')	image/png	etag:%2248b65fdbbf3b8de8c75e02bd2d6bd874%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/owl.video.play.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/owl.video.play.png	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/owl.carousel.min.css)
10:37:36	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont3e6e.eot	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/font.awesome.css)
10:37:36	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/font.awesome.css)
10:37:37	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfontd41d.eot	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/font.awesome.css)
10:37:37	98024/98024	---M--	200	added ('OK')	application/octet-stream	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont3e6e.woff	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/font.awesome.css)
10:37:39	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b06871f281fee6b241d60582ae9369b9%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/font.awesome.css)
10:37:40	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%22912ec66d7572ff821749319396470bde%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/fontawesome-webfont3e6e.svg	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/font.awesome.css)
10:37:40	188508/188508	---M--	200	added ('OK')	application/x-font-ttf	etag:%2224712f6c47821394fba7942fbb52c3b2%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons.ttf?v=2.0.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons28b5.ttf	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/ionicons.min.css)
10:37:40	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222c2ae068be3b089e0a5b59abb1831550%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons.eot?v=2.0.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons28b5.eot	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/ionicons.min.css)
10:37:42	67904/67904	---M--	200	added ('OK')	application/octet-stream	etag:%2205acfdb568b3df49ad31355b19495d4a%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons.woff?v=2.0.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons28b5.woff	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/ionicons.min.css)
10:37:42	333834/333834	---MCZ	200	added ('OK')	image/svg+xml	etag:%22621bd386841f74e0053cb8e67f8a0604%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons.svg?v=2.0.0	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/ionicons28b5.svg	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/ionicons.min.css)
10:37:43	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b9b7f23cb61b1f503e1249b63d980448%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free.eot?	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Freed41d.eot	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css)
10:37:43	55820/55820	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b9b7f23cb61b1f503e1249b63d980448%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free.eot?w118d	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free54e9.eot	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css)
10:37:44	21780/21780	---M--	200	added ('OK')	application/font-woff2	etag:%2203e91f122aa5fd425abbe23c85546eb0%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free.woff2?w118d	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free54e9.woff2	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css)
10:37:45	55696/55696	---M--	200	added ('OK')	application/octet-stream	etag:%2265060723fe964f85afa0a82d0bb78cf9%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free.woff?w118d	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free54e9.woff	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css)
10:37:46	55620/55620	---M--	200	added ('OK')	application/x-font-ttf	etag:%222f3e9f80fff7d699dd3de6904d7d1647%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free.ttf?w118d	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free54e9.ttf	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css)
10:37:47	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:%222781bf543c08d394dc78dec86989e3fd%22	https://demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free.svg?w118d	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/fonts/Linearicons-Free54e9.svg	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css)
10:37:47	14482/14482	---M--	200	added ('OK')	image/jpeg	etag:%22a81433c39ca4abe09b77a0feea88d8a5%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/about/testimonial.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/about/testimonial.jpg	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:48	136/136	---M--	200	added ('OK')	image/png	etag:%22ec8274f7059cadf4e80420e7d17674cc%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid.png	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:49	136/136	---M--	200	added ('OK')	image/png	etag:%22f459d0a069f2a3bcf677e74897f133af%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid_hover.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid_hover.png	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:49	136/136	---M--	200	added ('OK')	image/png	etag:%22dc703b04e4d998765d0a671f68c5cabf%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid4.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid4.png	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:50	136/136	---M--	200	added ('OK')	image/png	etag:%226e17549be461ba4326b6febb32b7e9c9%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid4_hover.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_grid4_hover.png	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:50	106/106	---M--	200	added ('OK')	image/png	etag:%221c79b303e05b9cdea53d3f065e07813b%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_list.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_list.png	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:51	106/106	---M--	200	added ('OK')	image/png	etag:%228694448ad4930ba292b5c8ca40758fa3%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_list_hover.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/bkg_list_hover.png	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:52	229833/229833	---M--	200	added ('OK')	image/jpeg	etag:%22efcbde5301dc3a4b0b8b1ebfa6042aa8%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/coming-soon.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/coming-soon.jpg	(from https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css)
10:37:53	5350/5350	---M--	200	added ('OK')	image/png	etag:%221ae9cba62be4f7b1ff141afcc121a988%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/icon/papyel.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/icon/papyel.png	(from https://demo.hasthemes.com/autima-preview/autima/checkout.html)
10:37:54	2181/2181	---M--	200	added ('OK')	image/jpeg	etag:%22de2bb1e8db684e29317375845f43b94a%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/s-product/product5.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/s-product/product5.jpg	(from https://demo.hasthemes.com/autima-preview/autima/cart.html)
10:37:54	38244/38244	---M--	200	added ('OK')	image/jpeg	etag:%22799823ff6a03d9ad70d44e2298f654d2%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider4.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider4.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-2.html)
10:37:55	55673/55673	---M--	200	added ('OK')	image/jpeg	etag:%22a371ba118e6b3b5e57073a3c7bf1cac6%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider5.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider5.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-2.html)
10:37:56	38358/38358	---M--	200	added ('OK')	image/jpeg	etag:%229a95c8a04f04799706482836f60da65a%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider6.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider6.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-2.html)
10:37:57	26272/26272	---M--	200	added ('OK')	image/jpeg	etag:%22be3779b331e351f7aae9ea312217c6bd%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner5.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner5.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-2.html)
10:37:58	38195/38195	---M--	200	added ('OK')	image/jpeg	etag:%2231cbf4750f696b61097b7d36de2956ff%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider7.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider7.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-3.html)
10:37:59	25634/25634	---M--	200	added ('OK')	image/jpeg	etag:%221f620f2a289314b9d793fffbcbd309f6%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider8.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider8.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-3.html)
10:38:00	31348/31348	---M--	200	added ('OK')	image/jpeg	etag:%22fdaf71d70bb316d2ecf808cb314345cf%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider9.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider9.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-3.html)
10:38:01	11073/11073	---M--	200	added ('OK')	image/jpeg	etag:%221ce9cad93df1482922688c282eafe97a%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner6.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner6.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-3.html)
10:38:01	32299/32299	---M--	200	added ('OK')	image/jpeg	etag:%2231948c02ef4c0f0fe4b71cdcf54647c6%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider10.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider10.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:02	54780/54780	---M--	200	added ('OK')	image/jpeg	etag:%2208f61d96b6dc10b39ac47dc93d809fa3%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider11.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider11.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:03	40509/40509	---M--	200	added ('OK')	image/jpeg	etag:%22221500052140a60e69a9c4c0f6d55d9b%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider12.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider12.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:04	40873/40873	---M--	200	added ('OK')	image/jpeg	etag:%22bdb0a0118b09d3f6a9fb85e0b9b0d3b8%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner7.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner7.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:05	12658/12658	---M--	200	added ('OK')	image/jpeg	etag:%2229b5f3c95a27cc5b09f10bd0d7e47a70%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog1.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog1.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:06	17289/17289	---M--	200	added ('OK')	image/jpeg	etag:%226453e3fc0b57245db7856c2bf741a724%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog2.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog2.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:06	16021/16021	---M--	200	added ('OK')	image/jpeg	etag:%2278919f7b9ed06df0f068e4eff6904486%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog3.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog3.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:07	12844/12844	---M--	200	added ('OK')	image/jpeg	etag:%222d38fecb4d075941014c1696964dcd82%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog4.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog4.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:08	16990/16990	---M--	200	added ('OK')	image/jpeg	etag:%22f8d098fb930f00c1a9fa89b5e0557782%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog5.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/blog/blog5.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-4.html)
10:38:09	11678/11678	---M--	200	added ('OK')	image/jpeg	etag:%2229d4798515f868a1defe991efb700c61%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/slider-banner-1.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/slider-banner-1.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-5.html)
10:38:10	14443/14443	---M--	200	added ('OK')	image/jpeg	etag:%22b8229724e7ba00865b6c3e61e30838a3%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/slider-banner-2.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/slider-banner-2.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-5.html)
10:38:10	11277/11277	---M--	200	added ('OK')	image/jpeg	etag:%22fdd2fb8d64c5bf368b1a8d2fda40f96d%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/slider-banner-3.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/slider-banner-3.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index-5.html)
